ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,label,Account_Age_Months,Active_Months,DAYS_EMPLOYED_CLEAN,Age_Clean,Asset_Score,Adult_Income_Efficiency
5054382,F,N,N,0,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20836,365243,1,0,0,0,,2.0,0,12,13,0.0,57.045859000684466,0,15750.0
5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14050,-3680,1,1,1,0,Laborers,1.0,1,16,17,10.075290896646132,38.46680355920602,1,292500.0
5054392,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,,5.0,0,42,43,1.9904175222450375,39.28268309377139,0,45000.0
5054393,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-14348,-727,1,0,0,1,,5.0,0,22,23,1.9904175222450375,39.28268309377139,0,45000.0
5054395,F,N,N,0,90000.0,State servant,Higher education,Married,House / apartment,-13754,-2891,1,1,1,0,,2.0,0,38,39,7.915126625598905,37.65639972621492,0,45000.0
5054397,F,N,N,0,90000.0,State servant,Higher education,Married,House / apartment,-13754,-2891,1,1,1,0,,2.0,0,45,46,7.915126625598905,37.65639972621492,0,45000.0
5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,1,19,20,13.91375770020534,35.64955509924709,0,112500.0
5054420,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021,-5082,1,1,0,0,Managers,2.0,0,37,38,13.91375770020534,35.64955509924709,0,112500.0
5054422,M,Y,N,2,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20266,365243,1,0,0,0,,4.0,0,48,49,0.0,55.48528405201917,1,78750.0
5054433,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2.0,0,40,41,0.0,53.713894592744694,1,90000.0
5054434,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2.0,0,27,28,0.0,53.713894592744694,1,90000.0
5054437,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2.0,0,28,29,0.0,53.713894592744694,1,90000.0
5054438,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2.0,0,38,39,0.0,53.713894592744694,1,90000.0
5054445,M,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-19619,365243,1,0,0,0,,2.0,0,26,27,0.0,53.713894592744694,1,90000.0
5054455,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8308,-1308,1,1,1,0,,1.0,0,20,21,3.5811088295687883,22.746064339493497,2,157500.0
5054459,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0,26,27,5.242984257357974,51.83846680355921,1,67500.0
5054465,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934,-1915,1,0,1,0,Laborers,3.0,0,26,27,5.242984257357974,51.83846680355921,1,67500.0
5054469,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,1,0,High skill tech staff,1.0,0,15,16,8.410677618069816,28.320328542094455,2,135000.0
5054471,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,With parents,-10344,-3072,1,1,1,0,High skill tech staff,1.0,0,32,33,8.410677618069816,28.320328542094455,2,135000.0
5054482,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0,19,20,3.5811088295687883,43.21697467488022,1,51750.0
5054483,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,1,19,20,3.5811088295687883,43.21697467488022,1,51750.0
5054484,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0,53,54,3.5811088295687883,43.21697467488022,1,51750.0
5054486,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0,42,43,3.5811088295687883,43.21697467488022,1,51750.0
5054489,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0,13,14,3.5811088295687883,43.21697467488022,1,51750.0
5054491,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,0,13,14,3.5811088295687883,43.21697467488022,1,51750.0
5054495,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-12102,-1185,1,0,0,0,Waiters/barmen staff,1.0,0,29,30,3.24435318275154,33.13347022587269,2,225000.0
5054498,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0,17,18,2.1601642710472277,22.847364818617386,2,225000.0
5054499,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0,20,21,2.1601642710472277,22.847364818617386,2,225000.0
5054500,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0,16,17,2.1601642710472277,22.847364818617386,2,225000.0
5054501,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8345,-789,1,0,0,0,Laborers,1.0,0,13,14,2.1601642710472277,22.847364818617386,2,225000.0
5054503,F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,,2.0,0,51,52,0.0,62.15468856947297,1,121500.0
5054508,F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,,2.0,0,25,26,0.0,62.15468856947297,1,121500.0
5054509,F,N,Y,0,243000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22702,365243,1,0,0,0,,2.0,0,22,23,0.0,62.15468856947297,1,121500.0
5054511,M,Y,Y,0,78750.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8251,-181,1,1,0,0,Sales staff,1.0,0,13,14,0.49555099247091033,22.590006844626966,2,78750.0
5054519,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,,3.0,0,17,18,6.327173169062286,27.416837782340863,2,67500.0
5054520,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,,3.0,0,17,18,6.327173169062286,27.416837782340863,2,67500.0
5054531,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0,39,40,5.990417522245037,43.22245037645448,1,94500.0
5054533,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0,56,57,5.990417522245037,43.22245037645448,1,94500.0
5054536,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0,59,60,5.990417522245037,43.22245037645448,1,94500.0
5054541,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0,39,40,5.990417522245037,43.22245037645448,1,94500.0
5054542,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-15787,-2188,1,1,0,0,Accountants,2.0,0,37,38,5.990417522245037,43.22245037645448,1,94500.0
5054545,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0,15,16,2.746064339493498,44.309377138945926,1,101250.0
5054546,M,N,Y,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16184,-1003,1,0,0,0,Drivers,3.0,0,15,16,2.746064339493498,44.309377138945926,1,101250.0
5054550,F,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23952,365243,1,0,0,0,,2.0,0,42,43,0.0,65.57700205338809,2,90000.0
5054553,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23632,365243,1,0,0,0,,1.0,0,38,39,0.0,64.70088980150582,1,112500.0
5054555,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-23632,365243,1,0,0,0,,1.0,0,18,19,0.0,64.70088980150582,1,112500.0
5054571,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0,33,34,14.661190965092402,40.199863107460644,2,67500.0
5054572,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14683,-5355,1,0,0,0,Sales staff,4.0,0,35,36,14.661190965092402,40.199863107460644,2,67500.0
5054584,F,N,Y,0,382500.0,Working,Secondary / secondary special,Widow,House / apartment,-18554,-5386,1,1,0,0,Private service staff,1.0,1,13,14,14.746064339493497,50.79808350444901,1,382500.0
5054585,M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,0,28,29,1.6618754277891854,42.13278576317591,2,103500.0
5054586,M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,0,27,28,1.6618754277891854,42.13278576317591,2,103500.0
5054589,M,Y,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15389,-607,1,0,0,0,Laborers,1.0,0,26,27,1.6618754277891854,42.13278576317591,2,103500.0
5054596,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21859,365243,1,0,0,0,,2.0,0,17,18,0.0,59.846680355920604,1,78750.0
5054598,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11325,-2433,1,0,0,0,Laborers,2.0,0,48,49,6.661190965092403,31.006160164271048,2,67500.0
5054603,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,,2.0,0,23,24,0.0,57.70294318959617,1,146250.0
5054607,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,,2.0,0,25,26,0.0,57.70294318959617,1,146250.0
5054611,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,,2.0,0,28,29,0.0,57.70294318959617,1,146250.0
5054614,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21076,365243,1,0,0,0,,2.0,0,15,16,0.0,57.70294318959617,1,146250.0
5054636,M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-15444,-393,1,0,0,0,Secretaries,2.0,0,45,46,1.0759753593429158,42.28336755646817,2,90000.0
5054637,M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-15444,-393,1,0,0,0,Secretaries,2.0,0,35,36,1.0759753593429158,42.28336755646817,2,90000.0
5054642,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,0,33,34,10.075290896646132,53.25941136208077,0,78750.0
5054644,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,0,33,34,10.075290896646132,53.25941136208077,0,78750.0
5054646,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,0,54,55,10.075290896646132,53.25941136208077,0,78750.0
5054648,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24238,365243,1,0,0,0,,1.0,0,18,19,0.0,66.36002737850787,1,112500.0
5054652,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0,51,52,21.49486652977413,59.898699520876114,1,202500.0
5054654,F,N,Y,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-21878,-7851,1,0,0,0,Cleaning staff,1.0,0,55,56,21.49486652977413,59.898699520876114,1,202500.0
5054659,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23300,365243,1,0,1,0,,1.0,0,39,40,0.0,63.79192334017796,1,67500.0
5054670,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,23,24,6.579055441478439,27.876796714579054,1,225000.0
5054672,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,28,29,6.579055441478439,27.876796714579054,1,225000.0
5054673,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,14,15,6.579055441478439,27.876796714579054,1,225000.0
5054679,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,14,15,6.579055441478439,27.876796714579054,1,225000.0
5054682,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,31,32,6.579055441478439,27.876796714579054,1,225000.0
5054683,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,34,35,6.579055441478439,27.876796714579054,1,225000.0
5054687,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,23,24,6.579055441478439,27.876796714579054,1,225000.0
5054688,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,31,32,6.579055441478439,27.876796714579054,1,225000.0
5054689,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,0,21,22,6.579055441478439,27.876796714579054,1,225000.0
5054691,M,N,N,2,360000.0,Working,Higher education,Married,Rented apartment,-15001,-1246,1,0,0,0,Core staff,4.0,0,34,35,3.4113620807665983,41.07049965776865,0,180000.0
5054692,M,N,N,2,360000.0,Working,Higher education,Married,Rented apartment,-15001,-1246,1,0,0,0,Core staff,4.0,0,19,20,3.4113620807665983,41.07049965776865,0,180000.0
5054693,M,N,N,2,360000.0,Working,Higher education,Married,Rented apartment,-15001,-1246,1,0,0,0,Core staff,4.0,0,16,17,3.4113620807665983,41.07049965776865,0,180000.0
5054697,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16553,-6908,1,0,0,0,Laborers,2.0,0,31,32,18.913073237508556,45.319644079397676,2,78750.0
5054698,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16553,-6908,1,0,0,0,Laborers,2.0,0,57,58,18.913073237508556,45.319644079397676,2,78750.0
5054706,F,N,N,1,58500.0,Working,Secondary / secondary special,Married,House / apartment,-14437,-2341,1,0,0,0,Core staff,3.0,0,39,40,6.409308692676249,39.526351813826146,0,29250.0
5054707,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,2.0,0,28,29,1.7467488021902806,50.0807665982204,1,51750.0
5054712,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,2.0,0,52,53,1.7467488021902806,50.0807665982204,1,51750.0
5054714,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,2.0,0,46,47,1.7467488021902806,50.0807665982204,1,51750.0
5054716,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,2.0,0,14,15,1.7467488021902806,50.0807665982204,1,51750.0
5054717,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18292,-638,1,1,1,0,Laborers,2.0,0,49,50,1.7467488021902806,50.0807665982204,1,51750.0
5054718,M,Y,Y,2,81000.0,Working,Higher education,Single / not married,House / apartment,-11882,-181,1,0,0,0,Low-skill Laborers,3.0,0,39,40,0.49555099247091033,32.53114305270363,2,81000.0
5054719,M,Y,Y,2,81000.0,Working,Higher education,Single / not married,House / apartment,-11882,-181,1,0,0,0,Low-skill Laborers,3.0,0,39,40,0.49555099247091033,32.53114305270363,2,81000.0
5054722,F,N,Y,2,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-11345,-3437,1,0,0,0,,3.0,0,31,32,9.409993155373032,31.06091718001369,1,90000.0
5054729,F,N,Y,0,236250.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24963,365243,1,0,1,0,,1.0,0,16,17,0.0,68.34496919917865,1,236250.0
5054733,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-11042,-1581,1,0,0,0,High skill tech staff,3.0,0,42,43,4.328542094455853,30.23134839151266,0,78750.0
5054756,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,Medicine staff,4.0,0,14,15,17.075975359342916,43.23613963039014,1,101250.0
5054759,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,Medicine staff,4.0,0,20,21,17.075975359342916,43.23613963039014,1,101250.0
5054760,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,Medicine staff,4.0,0,13,14,17.075975359342916,43.23613963039014,1,101250.0
5054763,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,Medicine staff,4.0,0,22,23,17.075975359342916,43.23613963039014,1,101250.0
5054764,F,N,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15792,-6237,1,1,1,0,Medicine staff,4.0,0,19,20,17.075975359342916,43.23613963039014,1,101250.0
5054775,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21362,-1520,1,0,0,0,Laborers,2.0,0,57,58,4.161533196440794,58.48596851471595,1,112500.0
5054778,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21362,-1520,1,0,0,0,Laborers,2.0,0,23,24,4.161533196440794,58.48596851471595,1,112500.0
5056007,F,Y,Y,0,202500.0,State servant,Higher education,Single / not married,House / apartment,-14126,-2674,1,0,0,1,Core staff,1.0,0,25,26,7.321013004791239,38.67488021902806,2,202500.0
5056011,M,N,N,3,58500.0,Working,Secondary / secondary special,Married,With parents,-16087,-1000,1,1,1,0,Laborers,5.0,0,49,50,2.737850787132101,44.04380561259411,0,29250.0
5056012,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24182,365243,1,0,1,0,,2.0,0,37,38,0.0,66.20670773442848,1,45000.0
5056013,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24182,365243,1,0,1,0,,2.0,0,41,42,0.0,66.20670773442848,1,45000.0
5056015,M,Y,Y,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-18302,-2124,1,0,0,0,Managers,4.0,0,43,44,5.815195071868583,50.10814510609172,2,101250.0
5056016,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21751,365243,1,0,0,0,,2.0,1,14,15,0.0,59.55099247091034,1,78750.0
5056019,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-18512,-1213,1,0,0,0,Core staff,1.0,0,26,27,3.3210130047912387,50.68309377138946,1,90000.0
5056021,F,N,Y,1,90000.0,Working,Higher education,Married,House / apartment,-13546,-3373,1,0,0,0,Cleaning staff,3.0,0,19,20,9.234770704996578,37.086926762491444,1,45000.0
5056031,F,N,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-20086,-3220,1,0,0,0,Sales staff,2.0,0,40,41,8.815879534565367,54.992470910335385,0,56250.0
5056032,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17314,-574,1,0,0,0,Laborers,2.0,0,21,22,1.571526351813826,47.403148528405204,2,112500.0
5056033,F,N,Y,1,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-15905,-5018,1,1,1,0,Sales staff,2.0,0,36,37,13.738535249828884,43.54551676933607,1,90000.0
5056035,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18240,-4561,1,0,0,0,Laborers,2.0,0,52,53,12.487337440109513,49.93839835728953,0,78750.0
5056039,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18240,-4561,1,0,0,0,Laborers,2.0,0,50,51,12.487337440109513,49.93839835728953,0,78750.0
5056047,F,N,N,0,126000.0,State servant,Higher education,Married,House / apartment,-15234,-7756,1,0,0,0,Core staff,2.0,0,25,26,21.234770704996578,41.70841889117043,0,63000.0
5056049,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-21841,-1305,1,0,0,0,,2.0,0,32,33,3.572895277207392,59.79739904175222,1,60750.0
5056057,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18810,-3830,1,1,0,0,Laborers,2.0,0,17,18,10.485968514715948,51.49897330595483,2,67500.0
5056061,M,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11536,-939,1,0,0,0,,2.0,0,41,42,2.5708418891170433,31.583846680355922,0,56250.0
5056070,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14065,-786,1,1,0,0,Laborers,2.0,0,26,27,2.1519507186858315,38.507871321013006,1,78750.0
5056072,M,Y,Y,0,157500.0,Pensioner,Higher education,Married,House / apartment,-24818,365243,1,0,0,0,,2.0,0,51,52,0.0,67.94798083504449,2,78750.0
5056074,M,Y,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-19428,-3585,1,1,0,0,,2.0,0,49,50,9.815195071868583,53.190965092402465,2,101250.0
5056075,F,N,Y,0,247500.0,Working,Secondary / secondary special,Civil marriage,With parents,-12813,-786,1,0,0,0,,2.0,0,60,61,2.1519507186858315,35.08008213552361,1,123750.0
5056077,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154,-1547,1,0,0,0,Core staff,2.0,0,35,36,4.2354551676933605,33.275838466803556,2,45000.0
5056081,M,Y,Y,0,261000.0,Working,Incomplete higher,Separated,House / apartment,-21583,-5627,1,0,0,0,Drivers,1.0,0,42,43,15.405886379192333,59.09103353867214,2,261000.0
5056082,F,N,N,1,180000.0,Working,Higher education,Married,House / apartment,-11630,-3769,1,0,0,0,Laborers,3.0,0,51,52,10.318959616700889,31.84120465434634,0,90000.0
5056098,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22670,365243,1,0,1,0,,2.0,0,31,32,0.0,62.06707734428473,1,56250.0
5056102,F,Y,N,1,405000.0,Commercial associate,Incomplete higher,Married,House / apartment,-16038,-157,1,0,0,0,Sales staff,3.0,0,52,53,0.42984257357973993,43.90965092402464,1,202500.0
5056103,F,N,Y,0,117000.0,State servant,Secondary / secondary special,Single / not married,With parents,-20603,-583,1,0,0,0,Core staff,1.0,0,36,37,1.596167008898015,56.407939767282684,1,117000.0
5056107,F,N,Y,0,117000.0,State servant,Secondary / secondary special,Single / not married,With parents,-20603,-583,1,0,0,0,Core staff,1.0,0,29,30,1.596167008898015,56.407939767282684,1,117000.0
5056111,F,N,N,2,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-14360,-4660,1,0,1,1,Cleaning staff,4.0,0,38,39,12.758384668035593,39.31553730321698,0,49500.0
5056112,F,N,N,2,99000.0,State servant,Secondary / secondary special,Married,House / apartment,-14360,-4660,1,0,1,1,Cleaning staff,4.0,0,37,38,12.758384668035593,39.31553730321698,0,49500.0
5056117,M,Y,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-17702,-7128,1,1,1,0,Managers,2.0,0,31,32,19.515400410677618,48.46543463381246,2,135000.0
5056122,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24327,365243,1,0,0,0,,2.0,0,24,25,0.0,66.60369609856262,1,33750.0
5056128,M,N,Y,0,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17569,-5148,1,0,0,0,Laborers,2.0,0,38,39,14.094455852156058,48.101300479123886,1,58500.0
5056129,M,N,Y,0,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17569,-5148,1,0,0,0,Laborers,2.0,0,53,54,14.094455852156058,48.101300479123886,1,58500.0
5056135,M,Y,Y,0,202500.0,Working,Incomplete higher,Married,House / apartment,-17242,-857,1,0,1,0,Security staff,2.0,0,15,16,2.346338124572211,47.20602327173169,2,101250.0
5056137,M,Y,Y,0,202500.0,Working,Incomplete higher,Married,House / apartment,-17242,-857,1,0,1,0,Security staff,2.0,0,27,28,2.346338124572211,47.20602327173169,2,101250.0
5056138,M,Y,Y,0,202500.0,Working,Incomplete higher,Married,House / apartment,-17242,-857,1,0,1,0,Security staff,2.0,0,19,20,2.346338124572211,47.20602327173169,2,101250.0
5056152,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15053,-1131,1,0,0,0,Managers,2.0,0,35,36,3.0965092402464065,41.21286789869952,2,90000.0
5056153,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15053,-1131,1,0,0,0,Managers,2.0,0,16,17,3.0965092402464065,41.21286789869952,2,90000.0
5056155,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15053,-1131,1,0,0,0,Managers,2.0,0,18,19,3.0965092402464065,41.21286789869952,2,90000.0
5056159,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18067,-6517,1,1,1,1,High skill tech staff,2.0,0,53,54,17.842573579739906,49.464750171115675,1,108000.0
5056161,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,-18067,-6517,1,1,1,1,High skill tech staff,2.0,0,31,32,17.842573579739906,49.464750171115675,1,108000.0
5056165,F,N,N,0,208350.0,Pensioner,Higher education,Married,House / apartment,-21775,365243,1,0,0,0,,2.0,0,39,40,0.0,59.61670088980151,0,104175.0
5056167,F,N,N,0,208350.0,Pensioner,Higher education,Married,House / apartment,-21775,365243,1,0,0,0,,2.0,1,16,17,0.0,59.61670088980151,0,104175.0
5056178,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,2.0,0,23,24,0.5968514715947981,26.455852156057496,1,101250.0
5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,2.0,0,12,13,0.5968514715947981,26.455852156057496,1,101250.0
5056180,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663,-218,1,0,0,0,,2.0,0,15,16,0.5968514715947981,26.455852156057496,1,101250.0
